"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Gengar LV.X","043","Advent of Arceus","40.21","0.60",0,0,0,0,0,0,0,0,"3.19","15.29"
"Ponyta","019","Advent of Arceus","29.98","0.60",0,0,0,0,0,0,0,0,"1.19","13.72"
"Salamence LV.X","072","Advent of Arceus","17.50","0.60",0,0,0,0,0,0,0,0,"1.13","3.41"
"Shinx","037","Advent of Arceus","35.99","0.60",0,0,0,0,0,0,0,0,"1.34","9.44"
﻿"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Mallow","055","Alolan Moonlight","537.00","0.60",0,0,0,0,0,0,0,0,"0.51","1.62"
"Metagross GX","054","Alolan Moonlight","15.70","0.60",0,0,0,0,0,0,0,0,"0.53","2.52"
﻿"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Cynthia & Caitlin","106","Alter Genesis","140.00","0.60",0,0,0,0,0,0,0,0,"0.44","1.00"
"Mallow & Lana","107","Alter Genesis","81.62","0.60",0,0,0,0,0,0,0,0,"0.85","2.23"
"Mega Lopunny & Jigglypuff GX","103","Alter Genesis","11.50","0.60",0,0,0,0,0,0,0,0,"0.58","1.26"
"Naganadel & Guzzlord GX","102","Alter Genesis","65.00","0.60",0,0,0,0,0,0,0,0,"0.82","0.99"
"Red & Blue","108","Alter Genesis","39.52","0.60",0,0,0,0,0,0,0,0,"0.79","1.71"
﻿"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Delinquent","98b","Alternate Art Promos","30.37","0.60",0,0,0,0,0,0,0,0,"2.19","8.44"
"Hex Maniac","75a","Alternate Art Promos","61.93","0.60",0,0,0,0,0,0,0,0,"1.13","18.69"
"Jirachi","XY67a","Alternate Art Promos","35.99","0.60",0,0,0,0,0,0,0,0,"1.42","5.85"
"Karen","XY177a","Alternate Art Promos","51.74","0.60",0,0,0,0,0,0,0,0,"1.31","9.46"
"Metagross GX","157a","Alternate Art Promos","15.35","0.60",0,0,0,0,0,0,0,0,"0.85","1.84"
"M Lucario EX","55a","Alternate Art Promos","15.48","0.60",0,0,0,0,0,0,0,0,"1.08","4.31"
"M Sharpedo EX","XY200a","Alternate Art Promos","16.97","0.60",0,0,0,0,0,0,0,0,"0.79","1.56"
"N","105a","Alternate Art Promos","62.90","0.60",0,0,0,0,0,0,0,0,"0.66","3.63"
"Rayquaza GX","177a","Alternate Art Promos","44.25","0.60",0,0,0,0,0,0,0,0,"1.06","2.09"
"Shauna","111a","Alternate Art Promos","39.02","0.60",0,0,0,0,0,0,0,0,"1.39","11.87"
"Shaymin EX","77a","Alternate Art Promos","39.05","0.60",0,0,0,0,0,0,0,0,"1.61","6.24"
"Togepi & Cleffa & Igglybuff GX","143a","Alternate Art Promos","58.95","0.60",0,0,0,0,0,0,0,0,"0.94","1.62"
"Umbreon","120","Alternate Art Promos","12.95","0.60",0,0,0,0,0,0,0,0,"0.17","1.62"
"Yveltal EX","XY150a","Alternate Art Promos","46.66","0.60",0,0,0,0,0,0,0,0,"1.23","3.56"
"Zygarde EX","54a","Alternate Art Promos","10.89","0.60",0,0,0,0,0,0,0,0,"1.18","2.74"
﻿"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Energy Retrieval","99","Ancient Origins","20.46","0.53",0,0,0,0,0,0,"0.28","0.68","0.36","0.65"
"Full Art Ampharos EX","87","Ancient Origins","10.03","0.54",0,0,0,0,0,"0.66","0.16","0.77","0.85","4.72"
"Full Art Giratina EX","93","Ancient Origins","28.88","0.71",0,0,0,0,0,0,"0.65","1.19","1.75","7.63"
"Full Art Hoopa EX","89","Ancient Origins","11.51","0.57",0,0,0,0,0,"0.48",0,"0.54","0.91","1.75"
"Full Art Lugia EX","94","Ancient Origins","62.99","0.58",0,0,0,0,"0.87","0.36","0.44","0.50","0.94","4.62"
"Full Art M Ampharos EX","88","Ancient Origins","13.15","0.48",0,0,0,0,0,0,"0.58","0.23","1.49","4.64"
"Full Art M Sceptile EX","85","Ancient Origins","25.05","0.66",0,0,0,0,0,0,"0.65","0.96","1.02","4.62"
"Full Art M Tyranitar EX","92","Ancient Origins","29.76","0.56",0,0,0,0,"0.27",0,"0.86","0.46","1.13","2.07"
"Full Art Sceptile EX","84","Ancient Origins","16.50","0.51",0,0,0,0,0,0,"0.62","0.31","1.12","3.96"
"Full Art Steven","95","Ancient Origins","22.05","0.52",0,0,0,0,0,0,0,"0.30","0.54","3.01"
"Full Art Tyranitar EX","91","Ancient Origins","25.42","0.55",0,0,0,0,0,0,0,"0.46","0.94","3.34"
"Gyarados Holo","21","Ancient Origins","16.17","0.68",0,0,0,0,0,0,"0.90","0.89","1.06","6.16"
"Gyarados Reverse Holo","21","Ancient Origins","10.73","0.62",0,0,0,0,0,"0.62",0,0,"1.51","6.44"
"Shiny Full Art M Rayquaza EX","98","Ancient Origins","146.29","0.49",0,0,0,0,"0.43","0.25","0.34","0.72","1.53","4.44"
"Shiny Full Art Primal Groudon EX","97","Ancient Origins","72.81","0.45",0,0,0,0,"0.04","0.35","0.43","0.64","0.72","3.62"
"Shiny Full Art Primal Kyogre EX","96","Ancient Origins","65.56","0.61",0,0,0,0,0,0,"0.38","0.95","0.90","3.45"
﻿"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Mela","092","Ancient Roar","58.47","0.60",0,0,0,0,0,0,0,0,"0.43","1.31"
"Professor Sada's Vitality","091","Ancient Roar","30.00","0.60",0,0,0,0,0,0,0,0,"0.72","2.68"
"Professor Sada's Vitality","085","Ancient Roar","10.49","0.60",0,0,0,0,0,0,0,0,"0.40","2.13"
"Roaring Moon ex","084","Ancient Roar","10.99","0.60",0,0,0,0,0,0,0,0,"0.48","1.43"
"Roaring Moon ex","090","Ancient Roar","76.46","0.60",0,0,0,0,0,0,0,0,"1.06","1.45"
﻿"Name","Number","Setname","Price","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Aipom Reverse Holo","67","Aquapolis","12.02","0.47",0,0,0,0,0,0,0,"0.03","0.93","1.74"
"Ampharos","1","Aquapolis","14.57","0.59",0,0,0,0,0,0,"0.79","0.55","1.27","0.54"
"Ampharos Holo","H1","Aquapolis","124.21","0.54",0,0,0,0,"0.29",0,"0.42","0.71","1.11","40.83"
"Ampharos Reverse Holo","1","Aquapolis","21.89","0.66",0,0,0,0,0,"0.95","0.67","0.67","0.95","5.14"
"Arcanine","2","Aquapolis","27.07","0.63",0,0,0,0,0,0,0,"0.87","1.05","2.42"
"Arcanine Holo","H2","Aquapolis","157.00","0.59",0,"0.32",0,0,"0.28","0.55","0.49","0.93","1.81","6.10"
"Arcanine Reverse Holo","2","Aquapolis","36.67","0.75",0,0,0,0,0,"0.47",0,"1.49","0.80","6.15"
"Ariados Holo","H3","Aquapolis","46.74","0.57",0,0,0,0,"0.09","0.15",0,"1.22","1.88","2.82"
"Azumarill Holo","H4","Aquapolis","56.00","0.66",0,0,0,0,0,0,0,"0.98","1.15","5.07"
"Azumarill Reverse Holo","4","Aquapolis","15.00","0.68",0,0,0,0,0,0,0,"1.09","1.13","2.81"
"Bellossom Holo","H5","Aquapolis","64.48","0.59",0,0,"0.07","0.45",0,0,"0.52","0.68","1.20","6.14"
"Bellsprout Reverse Holo","68","Aquapolis","11.24","0.60",0,0,0,0,0,0,0,"0.71","1.10","4.60"
"Blissey Holo","H6","Aquapolis","49.99","0.61",0,0,0,0,0,"0.54","0.40","0.98","2.46","7.09"
"Chinchou Reverse Holo","70","Aquapolis","10.08","0.60",0,0,0,0,0,0,0,0,"0.92",0
"Cubone Reverse Holo","72","Aquapolis","28.20","0.59",0,0,0,0,0,0,"0.88","0.48","2.06","7.30"
"Dodrio Reverse Holo","46","Aquapolis","10.64","0.47",0,0,0,0,0,0,0,"0.04","0.45",0
"Doduo Reverse Holo","73","Aquapolis","10.67","0.60",0,0,0,0,0,0,0,0,"0.90","3.61"
"Donphan","7","Aquapolis","13.10","0.60",0,0,0,0,0,0,0,0,"0.68","1.99"
"Donphan Reverse Holo","7","Aquapolis","21.01","0.70",0,0,0,0,"0.35","0.74",0,"1.03","0.97","3.70"
"Drowzee Reverse Holo","74a","Aquapolis","12.89","0.64",0,0,0,0,0,0,0,"0.88","0.82","0.94"
"Eevee","75","Aquapolis","16.75","0.51",0,0,0,0,"0.12",0,0,"0.55","0.61","2.99"
"Electrode Holo","H7","Aquapolis","74.98","0.53",0,0,0,0,0,"0.47","0.60","0.50","1.63","4.08"
"Energy Switch Reverse Holo","120","Aquapolis","38.04","0.51",0,0,0,0,0,0,"0.64","0.33","1.18",0
"Entei","10","Aquapolis","13.50","0.89",0,0,0,0,0,0,0,"2.16","1.15","1.87"
"Entei Holo","H8","Aquapolis","99.11","0.73",0,0,0,"0.43","0.46","0.53","0.80","1.06","2.01","5.79"
"Entei Reverse Holo","10","Aquapolis","12.99","0.99",0,0,0,0,0,0,"1.83","1.53","0.67","9.00"
"Espeon","11","Aquapolis","45.00","0.59",0,0,0,0,0,0,0,"0.66","0.56","2.36"
"Espeon Holo","H9","Aquapolis","207.49","0.74",0,0,0,0,0,0,"1.11","0.99","1.60","3.56"
"Espeon Reverse Holo","11","Aquapolis","98.01","0.53",0,0,0,0,0,"0.20",0,"0.67","0.96","0.29"
"Exeggutor Holo","H10","Aquapolis","61.66","0.60",0,0,0,0,0,"0.67","0.48","0.72","2.19","11.44"
"Exeggutor Reverse Holo","13","Aquapolis","15.00","0.64",0,0,0,0,"0.58",0,0,0,"0.94","1.87"
"Flaaffy Reverse Holo","47","Aquapolis","12.79","0.62",0,0,0,0,0,0,0,"0.79","1.31","2.99"
"Furret","48","Aquapolis","18.56","0.60",0,0,0,0,0,0,0,0,"1.04","2.25"
"Furret Reverse Holo","48","Aquapolis","14.59","0.44",0,0,0,0,"0.25",0,0,"0.03","0.59",0
"Gloom Reverse Holo","49","Aquapolis","16.95","0.60",0,0,0,0,0,0,0,0,"0.31","5.38"
"Golduck Reverse Holo","50a","Aquapolis","11.00","0.46",0,0,0,0,0,0,"0.30","0.32","1.79","2.14"
"Grimer Reverse Holo","79","Aquapolis","17.99","0.58",0,0,0,0,0,0,"0.52",0,"0.07",0
"Growlithe","51","Aquapolis","13.76","0.57",0,0,0,0,0,"0.03",0,"1.03","0.91","1.50"
"Growlithe Reverse Holo","80","Aquapolis","12.00","0.60",0,0,0,0,0,0,0,0,"0.64","0.65"
"Growlithe Reverse Holo","51","Aquapolis","26.75","0.56",0,0,0,0,0,0,0,"0.50","0.16",0
"Hitmonchan Reverse Holo","81","Aquapolis","16.47","0.56",0,0,0,0,0,0,0,"0.49","1.79",0
"Hitmontop Reverse Holo","82","Aquapolis","14.19","0.59",0,0,0,0,0,0,"0.53","0.74","0.96","0.66"
"Horsea Reverse Holo","84","Aquapolis","15.00","0.46",0,0,0,0,"0.47",0,"0.03","0.48","0.84",0
"Houndoom","15","Aquapolis","18.07","0.68",0,0,0,0,0,"0.43","1.28","0.58","1.71","3.35"
"Houndoom","14","Aquapolis","15.28","0.57",0,0,0,0,0,0,0,"0.54","1.55","1.92"
"Houndoom Holo","H11","Aquapolis","119.99","1.25",0,0,0,0,"0.93","1.17","1.51","1.82","3.61","14.60"
"Houndoom Reverse Holo","15","Aquapolis","35.99","0.86",0,0,0,0,0,0,"1.57","1.11","1.16","4.74"
"Houndoom Reverse Holo","14","Aquapolis","37.97","0.57",0,0,0,0,0,0,0,"0.57","1.92","16.52"
"Houndour Reverse Holo","87","Aquapolis","19.75","0.56",0,0,0,0,0,0,"0.44","0.68","0.81","3.55"
"Hypno","16","Aquapolis","11.97","0.47",0,0,0,0,"0.57",0,"0.03","0.43","0.69","2.16"
"Hypno Holo","H12","Aquapolis","79.97","0.58",0,0,0,0,"0.38","0.45","0.52","0.77","1.74","7.22"
"Hypno Reverse Holo","16","Aquapolis","13.50","0.53",0,0,0,0,"0.39",0,0,"0.37","1.28","9.84"
"Jumpluff Holo","H13","Aquapolis","44.28","0.60",0,0,"0.06",0,0,"0.35","0.52","0.91","1.14","5.88"
"Jumpluff Reverse Holo","17","Aquapolis","22.99","0.66",0,0,0,0,0,0,0,"1.00","0.62","2.50"
"Kangaskhan Reverse Holo","88","Aquapolis","25.97","0.44",0,0,0,0,0,0,"0.35","0.27","0.17","4.65"
"Kingdra Holo","H14","Aquapolis","69.30","0.56",0,0,0,"0.13",0,"0.35","0.60","0.93","1.76","6.87"
"Kingdra Reverse Holo","19","Aquapolis","24.00","0.62",0,0,0,0,0,0,0,"0.79","0.97","1.34"
"Kingdra Secret","148","Aquapolis","395.00","0.53","0.27","0.25",0,"0.36","0.31","0.38","0.48","0.80","1.21","3.19"
"Lanturn","20","Aquapolis","13.98","0.60",0,0,0,0,0,0,0,0,"0.65","0.71"
"Lanturn","21","Aquapolis","15.54","0.56",0,0,0,0,0,0,0,"0.49","0.58","0.80"
"Lanturn Holo","H15","Aquapolis","50.57","0.60",0,0,0,"0.38","0.64",0,"0.61","0.56","1.75","3.70"
"Lanturn Reverse Holo","21","Aquapolis","17.49","0.58",0,0,0,0,0,0,0,"0.58","0.65","2.44"
"Larvitar Reverse Holo","89","Aquapolis","14.93","0.62",0,0,0,0,0,0,0,"0.81","1.06","2.50"
"Lugia Secret","149","Aquapolis","650.00","1.33","0.61","0.49","0.61","0.62","1.27","0.98","1.43","2.06","3.11","19.49"
"Magnemite Reverse Holo","52","Aquapolis","10.58","0.60",0,0,0,0,0,0,0,0,"1.09","3.26"
"Magneton Holo","H16","Aquapolis","52.96","0.57",0,0,0,0,0,"0.56","0.41","0.80","1.43","3.67"
"Mankey Reverse Holo","92","Aquapolis","17.91","0.47",0,0,0,0,0,0,0,"0.03","1.29","2.78"
"Marowak Reverse Holo","54","Aquapolis","22.35","0.64",0,0,0,0,0,0,0,"0.89","0.17","0.39"
"Miltank Reverse Holo","94","Aquapolis","17.07","0.57",0,0,0,0,0,0,"0.47",0,"2.20","3.67"
"Muk Holo","H17","Aquapolis","76.49","0.54",0,0,0,0,0,0,0,"0.42","1.15","7.22"
"Muk Reverse Holo","23","Aquapolis","22.99","0.62",0,0,0,0,0,0,0,"0.78","0.85","1.09"
"Nidoking Holo","H18","Aquapolis","87.62","0.56",0,0,0,0,"0.27",0,"0.67","0.67","1.36","6.69"
"Nidoking Reverse Holo","24","Aquapolis","24.99","0.65",0,0,0,0,0,"0.52","0.84",0,"0.54","2.70"
"Nidoking Secret","150","Aquapolis","454.00","0.74","0.24","0.32","0.44","0.53","0.69","0.55","0.86","0.86","1.73","5.20"
"Nidoran M Reverse Holo","96","Aquapolis","15.65","0.60",0,0,0,0,0,0,0,0,"1.65","3.98"
"Nidorino Reverse Holo","55","Aquapolis","12.99","0.49",0,0,0,0,0,0,"0.50","0.33","1.00","1.33"
"Ninetales Holo","H19","Aquapolis","123.78","0.47",0,0,0,0,"0.30","0.47","0.36","0.54","1.24","4.95"
"Ninetales Reverse Holo","25","Aquapolis","47.18","0.48",0,0,0,0,"0.23",0,"0.50","0.47","1.84","3.90"
"Octillery Holo","H20","Aquapolis","59.97","0.56",0,0,0,0,"0.08","0.55",0,"0.76","1.50","5.20"
"Octillery Reverse Holo","26","Aquapolis","14.37","0.58",0,0,0,0,0,0,"0.19","1.02","0.80","2.87"
"Oddish Reverse Holo","97","Aquapolis","17.50","0.60",0,0,0,0,0,0,0,0,"1.45","0.43"
"Parasect Reverse Holo","27","Aquapolis","15.27","0.61",0,0,0,0,0,0,"0.64",0,"2.08",0
"Paras Reverse Holo","99","Aquapolis","16.62","0.60",0,0,0,0,0,0,0,0,"0.86","1.19"
"Phanpy Reverse Holo","100","Aquapolis","11.30","0.60",0,0,0,0,0,0,0,0,"1.07","1.63"
"Pokemon Fan Club Reverse Holo","130","Aquapolis","19.94","0.60",0,0,0,0,0,0,0,0,"0.57","2.92"
"Pokemon Park Reverse Holo","131","Aquapolis","12.74","0.83",0,0,0,0,0,0,"1.34","1.20","0.98","5.13"
"Porygon2 Reverse Holo","28","Aquapolis","17.35","0.55",0,0,0,0,"0.36","0.60",0,"0.36","1.32","8.73"
"Porygon Reverse Holo","103b","Aquapolis","15.20","0.55",0,0,0,0,"0.71",0,"0.03",0,"0.78","5.33"
"Primeape","29","Aquapolis","14.79","0.60",0,0,0,0,0,0,0,0,"0.36","0.98"
"Primeape Reverse Holo","29","Aquapolis","33.33","0.44",0,0,0,0,0,0,"0.08","0.43","0.58","1.09"
"Psyduck","104","Aquapolis","25.29","0.52",0,0,0,0,0,0,"0.19",0,"1.05","8.34"
"Psyduck Reverse Holo","104","Aquapolis","70.00","0.56",0,0,0,0,0,0,0,"0.48","1.75","0.75"
"Pupitar Reverse Holo","56","Aquapolis","14.90","0.59",0,0,0,0,0,0,0,"0.63","0.78",0
"Quagsire","30","Aquapolis","15.49","0.65",0,0,0,0,0,0,0,"0.95","0.68","1.32"
"Quagsire Reverse Holo","30","Aquapolis","39.98","0.60",0,0,0,0,0,0,0,"0.72","0.82","3.51"
"Rainbow Energy","144","Aquapolis","13.06","0.60",0,0,0,0,0,0,0,0,"0.37","1.00"
"Rainbow Energy Reverse Holo","144","Aquapolis","46.22","0.41",0,0,0,0,"0.25",0,"0.05","0.47","0.32","2.21"
"Rapidash Reverse Holo","31","Aquapolis","29.99","0.54",0,0,0,0,0,0,0,"0.40","0.67","3.30"
"Scizor","32","Aquapolis","20.77","0.55",0,0,0,0,0,0,0,"0.46","0.98","3.23"
"Scizor Holo","H21","Aquapolis","95.83","0.54",0,0,0,0,0,"0.38","0.46","0.68","1.43","5.76"
"Scizor Reverse Holo","32","Aquapolis","30.80","0.59",0,0,0,0,0,0,0,"0.63","1.53","4.38"
"Scyther","57","Aquapolis","10.90","0.60",0,0,0,0,0,0,0,0,"1.25","0.34"
"Scyther Reverse Holo","57","Aquapolis","40.54","0.52",0,0,0,0,0,0,"0.27","0.61","0.64","0.89"
"Scyther Reverse Holo","106","Aquapolis","19.99","0.84",0,0,0,0,0,0,0,"1.89","2.08","4.57"
"Seadra Reverse Holo","58","Aquapolis","11.39","0.60",0,0,0,0,0,0,0,"0.70","1.55","4.84"
"Slowbro","33","Aquapolis","17.49","0.53",0,0,0,0,"0.03",0,0,0,"1.45","1.84"
"Slowbro Reverse Holo","33","Aquapolis","38.16","0.67",0,0,0,0,0,0,0,"1.03","0.79","2.36"
"Slowking Holo","H22","Aquapolis","65.00","0.72",0,0,0,0,"0.60",0,"0.58","1.13","2.87","9.88"
"Slowking Reverse Holo","34","Aquapolis","13.74","1.06",0,0,0,0,0,"1.63","1.20","1.37","1.46","2.08"
"Slowpoke Reverse Holo","108","Aquapolis","15.00","0.59",0,0,0,0,0,0,"0.56",0,"1.41","2.81"
"Smoochum Reverse Holo","61","Aquapolis","14.46","0.60",0,0,0,0,0,0,0,0,"0.63","2.99"
"Sneasel Reverse Holo","110","Aquapolis","12.62","0.60",0,0,0,0,0,0,0,0,"1.22",0
"Steelix","35","Aquapolis","10.30","0.61",0,0,0,0,"0.51",0,0,"0.66","0.92","0.93"
"Steelix Holo","H23","Aquapolis","117.00","0.68",0,0,0,0,0,"0.76","0.72","0.81","1.68","4.55"
"Steelix Reverse Holo","35","Aquapolis","12.53","0.71",0,0,"0.52",0,0,0,"0.81","1.05","1.75","7.13"
"Sudowoodo","36","Aquapolis","11.55","0.60",0,0,0,0,0,0,0,0,"0.91","1.26"
"Sudowoodo Holo","H24","Aquapolis","76.00","0.56",0,0,0,0,0,"0.44","0.54","0.64","1.56","12.90"
"Sudowoodo Reverse Holo","36","Aquapolis","25.00","0.62",0,0,0,0,0,0,0,"0.80","1.17","1.60"
"Suicune","37","Aquapolis","12.98","0.67",0,0,0,0,0,0,0,"1.04","0.83","4.00"
"Suicune Holo","H25","Aquapolis","195.00","0.52",0,0,0,"0.26","0.42","0.22","0.51","0.88","1.08","5.05"
"Suicune Reverse Holo","37","Aquapolis","21.95","0.76",0,0,0,0,0,"0.56",0,"1.43","1.28","17.46"
"Tentacruel Holo","H26","Aquapolis","84.81","0.47",0,0,0,0,0,"0.33","0.32","0.58","1.05","5.56"
"Tentacruel Reverse Holo","38","Aquapolis","14.99","0.62",0,0,0,0,0,0,0,"0.82","1.25","4.70"
"Togepi Reverse Holo","114","Aquapolis","20.13","0.60",0,0,0,0,0,0,0,"0.70","0.96","0.35"
"Togetic Holo","H27","Aquapolis","79.95","0.53",0,0,0,"0.13","0.35",0,0,"0.66","1.86","6.00"
"Town Volunteers Reverse Holo","136","Aquapolis","19.45","0.60",0,0,0,0,0,0,0,0,"0.89","1.65"
"Tyranitar","40","Aquapolis","42.20","0.67",0,0,0,0,0,0,"1.25","0.52","0.43","2.41"
"Tyranitar Holo","H28","Aquapolis","109.99","1.06","0.67","1.09",0,"0.39",0,"1.16","1.20","1.74","7.09","13.23"
"Tyranitar Reverse Holo","40","Aquapolis","23.20","1.06",0,0,0,0,"1.27",0,"0.95","1.80","4.64","5.07"
"Tyrogue Reverse Holo","63","Aquapolis","17.34","0.45",0,0,0,0,0,0,"0.03","0.54","1.02","1.75"
"Umbreon","41","Aquapolis","56.78","0.60",0,0,0,0,0,0,0,"0.68","0.98","3.05"
"Umbreon Holo","H29","Aquapolis","425.00","0.66","0.08",0,"0.11","0.51","0.41","0.50","0.69","0.90","1.98","5.77"
"Umbreon Reverse Holo","41","Aquapolis","104.99","0.61",0,0,0,0,0,0,0,"0.75","0.49","2.77"
"Victreebel Holo","H30","Aquapolis","44.50","0.57",0,0,0,"0.08",0,"0.49","0.85","0.75","1.56","5.53"
