"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Torchic","018","ADV-P Promos","16.75","Wed, 01 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"3.70","2.70"
"Treecko","003","ADV-P Promos","5.50","Wed, 01 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.96","4.22"
"Treecko","016","ADV-P Promos","27.00","Wed, 01 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.21","2.97"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Arceus","058","Advent of Arceus","8.50","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.22","4.46"
"Arceus","060","Advent of Arceus","12.35","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.57","7.80"
"Arceus","065","Advent of Arceus","13.12","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"3.41","1.49"
"Arceus","029","Advent of Arceus","14.19","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.66","7.37"
"Arceus","076","Advent of Arceus","16.20","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.90","4.59"
"Arceus LV.X","077","Advent of Arceus","10.79","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.47","4.08"
"Bagon","069","Advent of Arceus","11.94","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.38","6.41"
"Charizard","017","Advent of Arceus","22.83","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"2.01","6.10"
"Charmander","015","Advent of Arceus","5.08","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.91","6.79"
"Gastly","040","Advent of Arceus","6.99","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.40","1.08"
"Gengar","042","Advent of Arceus","6.00","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"7.52","6.20"
"Gengar LV.X","043","Advent of Arceus","40.21","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"3.19","15.29"
"Haunter","041","Advent of Arceus","7.87","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.38","2.29"
"Kabutops","050","Advent of Arceus","8.60","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.68","1.95"
"Pikachu","031","Advent of Arceus","7.75","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.21","1.08"
"Ponyta","019","Advent of Arceus","29.98","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.19","13.72"
"Salamence","071","Advent of Arceus","6.25","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.86","1.98"
"Salamence LV.X","072","Advent of Arceus","17.50","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.13","3.41"
"Shinx","037","Advent of Arceus","35.99","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.34","9.44"
"Tangrowth LV.X","004","Advent of Arceus","9.09","Wed, 08 Jul 2009 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.53","5.57"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Mallow","055","Alolan Moonlight","537.00","Fri, 17 Mar 2017 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.51","1.62"
"Metagross GX","054","Alolan Moonlight","15.70","Fri, 17 Mar 2017 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.53","2.52"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Cynthia & Caitlin","106","Alter Genesis","140.00","Fri, 06 Sep 2019 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.44","1.00"
"Mallow & Lana","107","Alter Genesis","81.62","Fri, 06 Sep 2019 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.85","2.23"
"Mega Lopunny & Jigglypuff GX","103","Alter Genesis","11.50","Fri, 06 Sep 2019 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.58","1.26"
"Naganadel & Guzzlord GX","102","Alter Genesis","65.00","Fri, 06 Sep 2019 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.82","0.99"
"Red & Blue","108","Alter Genesis","39.52","Fri, 06 Sep 2019 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.79","1.71"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Blacksmith","88a","Alternate Art Promos","9.25","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.18","1.46"
"Charmander","18a","Alternate Art Promos","6.50","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.53","6.91"
"Delinquent","98b","Alternate Art Promos","30.37","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"2.19","8.44"
"Eevee","101a","Alternate Art Promos","7.29","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.03","1.56"
"Entei GX","10a","Alternate Art Promos","5.08","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.80","1.81"
"Hex Maniac","75a","Alternate Art Promos","61.93","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.13","18.69"
"Jirachi","XY67a","Alternate Art Promos","35.99","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.42","5.85"
"Jolteon EX","28a","Alternate Art Promos","8.04","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.15","2.84"
"Karen","XY177a","Alternate Art Promos","51.74","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.31","9.46"
"M Camerupt EX","XY198a","Alternate Art Promos","6.93","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.84","1.50"
"Metagross GX","157a","Alternate Art Promos","15.35","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.85","1.84"
"M Lucario EX","55a","Alternate Art Promos","15.48","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.08","4.31"
"M Sharpedo EX","XY200a","Alternate Art Promos","16.97","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.79","1.56"
"N","105a","Alternate Art Promos","62.90","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.66","3.63"
"Professor's Letter","146a","Alternate Art Promos","7.49","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.27",0
"Rayquaza GX","177a","Alternate Art Promos","44.25","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.06","2.09"
"Regirock EX","43a","Alternate Art Promos","8.98","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.73","3.08"
"Shauna","111a","Alternate Art Promos","39.02","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.39","11.87"
"Shaymin EX","77a","Alternate Art Promos","39.05","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.61","6.24"
"Team Flare Grunt","73a","Alternate Art Promos","9.69","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.66","5.06"
"Togepi & Cleffa & Igglybuff GX","143a","Alternate Art Promos","58.95","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.94","1.62"
"Umbreon","120","Alternate Art Promos","12.95","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.17","1.62"
"Yveltal EX","XY150a","Alternate Art Promos","46.66","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.23","3.56"
"Zoroark GX","77a","Alternate Art Promos","8.45","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.17","1.78"
"Zygarde EX","54a","Alternate Art Promos","10.89","Wed, 13 Aug 2014 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.18","2.74"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Energy Retrieval","99","Ancient Origins","20.46","Wed, 12 Aug 2015 00:00:00 GMT","0.53",0,0,0,0,0,0,"0.28","0.68","0.36","0.65"
"Full Art Ampharos EX","87","Ancient Origins","10.03","Wed, 12 Aug 2015 00:00:00 GMT","0.54",0,0,0,0,0,"0.66","0.16","0.77","0.85","4.72"
"Full Art Giratina EX","93","Ancient Origins","28.88","Wed, 12 Aug 2015 00:00:00 GMT","0.71",0,0,0,0,0,0,"0.65","1.19","1.75","7.63"
"Full Art Hoopa EX","89","Ancient Origins","11.51","Wed, 12 Aug 2015 00:00:00 GMT","0.57",0,0,0,0,0,"0.48",0,"0.54","0.91","1.75"
"Full Art Kyurem EX","86","Ancient Origins","9.76","Wed, 12 Aug 2015 00:00:00 GMT","0.51",0,0,0,0,0,0,"0.30","0.56","0.89","4.30"
"Full Art Lugia EX","94","Ancient Origins","62.99","Wed, 12 Aug 2015 00:00:00 GMT","0.58",0,0,0,0,"0.87","0.36","0.44","0.50","0.94","4.62"
"Full Art Machamp EX","90","Ancient Origins","9.81","Wed, 12 Aug 2015 00:00:00 GMT","0.76",0,0,0,0,0,"0.79","0.47","1.45","0.85","5.52"
"Full Art M Ampharos EX","88","Ancient Origins","13.15","Wed, 12 Aug 2015 00:00:00 GMT","0.48",0,0,0,0,0,0,"0.58","0.23","1.49","4.64"
"Full Art M Sceptile EX","85","Ancient Origins","25.05","Wed, 12 Aug 2015 00:00:00 GMT","0.66",0,0,0,0,0,0,"0.65","0.96","1.02","4.62"
"Full Art M Tyranitar EX","92","Ancient Origins","29.76","Wed, 12 Aug 2015 00:00:00 GMT","0.56",0,0,0,0,"0.27",0,"0.86","0.46","1.13","2.07"
"Full Art Sceptile EX","84","Ancient Origins","16.50","Wed, 12 Aug 2015 00:00:00 GMT","0.51",0,0,0,0,0,0,"0.62","0.31","1.12","3.96"
"Full Art Steven","95","Ancient Origins","22.05","Wed, 12 Aug 2015 00:00:00 GMT","0.52",0,0,0,0,0,0,0,"0.30","0.54","3.01"
"Full Art Tyranitar EX","91","Ancient Origins","25.42","Wed, 12 Aug 2015 00:00:00 GMT","0.55",0,0,0,0,0,0,0,"0.46","0.94","3.34"
"Giratina EX","57","Ancient Origins","9.04","Wed, 12 Aug 2015 00:00:00 GMT","0.56",0,0,0,0,0,0,0,"0.50","0.88","2.24"
"Gyarados Holo","21","Ancient Origins","16.17","Wed, 12 Aug 2015 00:00:00 GMT","0.68",0,0,0,0,0,0,"0.90","0.89","1.06","6.16"
"Gyarados Reverse Holo","21","Ancient Origins","10.73","Wed, 12 Aug 2015 00:00:00 GMT","0.62",0,0,0,0,0,"0.62",0,0,"1.51","6.44"
"M Ampharos EX","28","Ancient Origins","5.75","Wed, 12 Aug 2015 00:00:00 GMT","0.61",0,0,0,0,0,0,0,"0.73","0.64","2.05"
"M Sceptile EX","8","Ancient Origins","5.70","Wed, 12 Aug 2015 00:00:00 GMT","0.59",0,0,"0.18",0,0,0,0,"0.64","1.20","2.28"
"M Tyranitar EX","43","Ancient Origins","5.83","Wed, 12 Aug 2015 00:00:00 GMT","0.67",0,0,0,0,0,"0.66","0.53","1.07","0.88","3.50"
"Shiny Full Art M Rayquaza EX","98","Ancient Origins","146.29","Wed, 12 Aug 2015 00:00:00 GMT","0.49",0,0,0,0,"0.43","0.25","0.34","0.72","1.53","4.44"
"Shiny Full Art Primal Groudon EX","97","Ancient Origins","72.81","Wed, 12 Aug 2015 00:00:00 GMT","0.45",0,0,0,0,"0.04","0.35","0.43","0.64","0.72","3.62"
"Shiny Full Art Primal Kyogre EX","96","Ancient Origins","65.56","Wed, 12 Aug 2015 00:00:00 GMT","0.61",0,0,0,0,0,0,"0.38","0.95","0.90","3.45"
"Trainers' Mail Secret","100","Ancient Origins","8.45","Wed, 12 Aug 2015 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.41","5.11"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Armarouge ex","079","Ancient Roar","5.72","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.55","1.29"
"Mela","087","Ancient Roar","9.33","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.71","1.37"
"Mela","092","Ancient Roar","58.47","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.43","1.31"
"Professor Sada's Vitality","091","Ancient Roar","30.00","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.72","2.68"
"Professor Sada's Vitality","085","Ancient Roar","10.49","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.40","2.13"
"Roaring Moon ex","084","Ancient Roar","10.99","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.48","1.43"
"Roaring Moon ex","090","Ancient Roar","76.46","Fri, 27 Oct 2023 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.06","1.45"
﻿"Name","Number","Setname","Price","ReleaseDate","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA4Ratio","PSA5Ratio","PSA6Ratio","PSA7Ratio","PSA8Ratio","PSA9Ratio","PSA10Ratio"
"Aipom Reverse Holo","67","Aquapolis","12.02","Wed, 15 Jan 2003 00:00:00 GMT","0.47",0,0,0,0,0,0,0,"0.03","0.93","1.74"
"Ampharos","1","Aquapolis","14.57","Wed, 15 Jan 2003 00:00:00 GMT","0.59",0,0,0,0,0,0,"0.79","0.55","1.27","0.54"
"Ampharos Holo","H1","Aquapolis","124.21","Wed, 15 Jan 2003 00:00:00 GMT","0.54",0,0,0,0,"0.29",0,"0.42","0.71","1.11","40.83"
"Ampharos Reverse Holo","1","Aquapolis","21.89","Wed, 15 Jan 2003 00:00:00 GMT","0.66",0,0,0,0,0,"0.95","0.67","0.67","0.95","5.14"
"Apricorn Forest Reverse Holo","118","Aquapolis","5.49","Wed, 15 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.33","3.51"
"Arcanine","2","Aquapolis","27.07","Wed, 15 Jan 2003 00:00:00 GMT","0.63",0,0,0,0,0,0,0,"0.87","1.05","2.42"
"Arcanine Holo","H2","Aquapolis","157.00","Wed, 15 Jan 2003 00:00:00 GMT","0.59",0,"0.32",0,0,"0.28","0.55","0.49","0.93","1.81","6.10"
"Arcanine Reverse Holo","2","Aquapolis","36.67","Wed, 15 Jan 2003 00:00:00 GMT","0.75",0,0,0,0,0,"0.47",0,"1.49","0.80","6.15"
"Ariados Holo","H3","Aquapolis","46.74","Wed, 15 Jan 2003 00:00:00 GMT","0.57",0,0,0,0,"0.09","0.15",0,"1.22","1.88","2.82"
"Ariados Reverse Holo","3","Aquapolis","6.44","Wed, 15 Jan 2003 00:00:00 GMT","0.75",0,0,0,0,0,0,0,"1.47","1.00","3.46"
"Azumarill","4","Aquapolis","6.99","Wed, 15 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.67","1.69"
"Azumarill Holo","H4","Aquapolis","56.00","Wed, 15 Jan 2003 00:00:00 GMT","0.66",0,0,0,0,0,0,0,"0.98","1.15","5.07"
"Azumarill Reverse Holo","4","Aquapolis","15.00","Wed, 15 Jan 2003 00:00:00 GMT","0.68",0,0,0,0,0,0,0,"1.09","1.13","2.81"
"Bellossom Holo","H5","Aquapolis","64.48","Wed, 15 Jan 2003 00:00:00 GMT","0.59",0,0,"0.07","0.45",0,0,"0.52","0.68","1.20","6.14"
"Bellossom Reverse Holo","5","Aquapolis","6.47","Wed, 15 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"1.22",0
"Bellsprout","45","Aquapolis","5.77","Wed, 15 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.64","2.02"
"Bellsprout Reverse Holo","68","Aquapolis","11.24","Wed, 15 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,"0.71","1.10","4.60"
"Bellsprout Reverse Holo","45","Aquapolis","5.24","Wed, 15 Jan 2003 00:00:00 GMT","0.60",0,0,0,0,0,0,0,0,"0.78","0.74"
"Blissey Holo","H6","Aquapolis","49.99","Wed, 15 Jan 2003 00:00:00 GMT","0.61",0,0,0,0,0,"0.54","0.40","0.98","2.46","7.09"
"Boost Energy Reverse Holo","145","Aquapolis","8.30","Wed, 15 Jan 2003 00:00:00 GMT","0.58",0,0,0,0,0,"0.42",0,0,"1.19","4.37"
