"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Pikachu","003","25th Anniversary Golden Box","5.05","-17.00","-3.37",-17,"-3.37",-4.46,"-0.88",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.92","14.76","7.54","38.07","JAPANESE"
"Pikachu V","001","25th Anniversary Golden Box","76.00","-17.00","-0.22",-17,"-0.22",60.77,"0.80",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.20","91.50","4.67","355.00","JAPANESE"
"Pikachu VMAX","006","25th Anniversary Golden Box","10.21","-17.00","-1.66",-17,"-1.66",1.69,"0.17",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.15","21.99","3.17","32.43","JAPANESE"
"Poke Ball","002","25th Anniversary Golden Box","34.99","-17.00","-0.49",-17,"-0.49",1.21,"0.03",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.61","21.42","1.31","46.00","JAPANESE"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Chansey ex","036","ADV Expansion Pack","7.85","-17.00","-2.17",-17,"-2.17",7.48,"0.95",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.67","28.80","10.61","83.30","JAPANESE"
"Dustox","008","ADV Expansion Pack","5.84","-17.00","-2.91",-17,"-2.91",4.43,"0.76",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.32","25.21","6.18","36.12","JAPANESE"
"Electabuzz ex","023","ADV Expansion Pack","13.63","-17.00","-1.25",-17,"-1.25",29.74,"2.18",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.04","54.99","10.64","144.99","JAPANESE"
"Gardevoir","029","ADV Expansion Pack","8.90","-17.00","-1.91",-17,"-1.91",3.82,"0.43",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.75","24.50","19.82","176.50","JAPANESE"
"Hitmonchan ex","030","ADV Expansion Pack","21.99","-17.00","-0.77",-17,"-0.77",50.99,"2.32",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.64","79.99","4.66","102.46","JAPANESE"
"Manectric","025","ADV Expansion Pack","6.50","-17.00","-2.62",-17,"-2.62",-4.02,"-0.62",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.35","15.27","5.36","34.85","JAPANESE"
"Mewtwo ex","026","ADV Expansion Pack","38.17","-17.00","-0.45",-17,"-0.45",80.75,"2.12",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.01","115.00","11.06","422.04","JAPANESE"
"Sceptile","003","ADV Expansion Pack","9.50","-17.00","-1.79",-17,"-1.79",26.35,"2.77",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.37","51.00","8.95","85.00","JAPANESE"
"Sneasel ex","046","ADV Expansion Pack","13.99","-17.00","-1.22",-17,"-1.22",13.04,"0.93",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.53","35.34","6.65","93.00","JAPANESE"
"Swampert","016","ADV Expansion Pack","6.55","-17.00","-2.60",-17,"-2.60",7.65,"1.17",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.43","29.00","22.90","149.99","JAPANESE"
"Wailord","022","ADV Expansion Pack","7.00","-17.00","-2.43",-17,"-2.43",-1.9,"-0.27",2003,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.54","17.76","7.41","51.89","JAPANESE"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Absol","035","ADV-P Promos","38.00","-17.00","-0.45",-17,"-0.45",72.25,"1.90",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.76","105.00","10.14","385.20","JAPANESE"
"Absol","034","ADV-P Promos","9.23","-17.00","-1.84",-17,"-1.84",-17,"-1.84",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.41","49.99",0,0,"JAPANESE"
"Ash's Treecko","036","ADV-P Promos","6.04","-17.00","-2.81",-17,"-2.81",-17,"-2.81",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.10","61.00",0,0,"JAPANESE"
"Bulbasaur","051","ADV-P Promos","8.50","-17.00","-2.00",-17,"-2.00",3.82,"0.45",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.88","24.50","3.41","28.99","JAPANESE"
"Butler's Kirlia","039","ADV-P Promos","122.45","-17.00","-0.14",-17,"-0.14",-17,"-0.14",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.59","72.00",0,0,"JAPANESE"
"Charizard","054","ADV-P Promos","18.75","-17.00","-0.91",-17,"-0.91",14.02,"0.75",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.95","36.49","25.54","478.99","JAPANESE"
"Charmander","052","ADV-P Promos","12.79","-17.00","-1.33",-17,"-1.33",-12.44,"-0.97",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.42","5.37","19.55","250.00","JAPANESE"
"Charmeleon","053","ADV-P Promos","18.84","-17.00","-0.90",-17,"-0.90",2.56,"0.14",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.22","23.01","3.05","57.50","JAPANESE"
"Flygon","033","ADV-P Promos","8.80","-17.00","-1.93",-17,"-1.93",10.55,"1.20",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.68","32.41","17.90","157.50","JAPANESE"
"Flygon","032","ADV-P Promos","9.75","-17.00","-1.74",-17,"-1.74",0.43,"0.04",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.10","20.50","4.21","41.00","JAPANESE"
"Groudon","027","ADV-P Promos","25.00","-17.00","-0.68",-17,"-0.68",25.49,"1.02",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.00","49.99","10.07","251.86","JAPANESE"
"Groudon","026","ADV-P Promos","6.99","-17.00","-2.43",-17,"-2.43",0.43,"0.06",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.93","20.50","7.15","50.00","JAPANESE"
"Groudon ex","012","ADV-P Promos","14.00","-17.00","-1.21",-17,"-1.21",27.2,"1.94",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.71","52.00","21.43","299.99","JAPANESE"
"Groudon ex","002","ADV-P Promos","6.48","-17.00","-2.62",-17,"-2.62",16.15,"2.49",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.02","39.00","20.91","135.50","JAPANESE"
"Jirachi","025","ADV-P Promos","28.00","-17.00","-0.61",-17,"-0.61",26.35,"0.94",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.82","51.00","17.86","499.99","JAPANESE"
"Ludicolo","022","ADV-P Promos","8.14","-17.00","-2.09",-17,"-2.09",5.86,"0.72",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.30","26.89","4.42","36.00","JAPANESE"
"Meowth","029","ADV-P Promos","6.88","-17.00","-2.47",-17,"-2.47",-2.69,"-0.39",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.45","16.83","33.45","229.99","JAPANESE"
"Meowth","062","ADV-P Promos","21.85","-17.00","-0.78",-17,"-0.78",-17,"-0.78",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.69","15.00",0,0,"JAPANESE"
"Minun","050","ADV-P Promos","20.70","-17.00","-0.82",-17,"-0.82",-17,"-0.82",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.57","115.28",0,0,"JAPANESE"
"Mudkip","005","ADV-P Promos","6.00","-17.00","-2.83",-17,"-2.83",-7.22,"-1.20",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.92","11.50","50.00","300.00","JAPANESE"
"Mudkip","020","ADV-P Promos","10.50","-17.00","-1.62",-17,"-1.62",21.89,"2.08",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.36","45.75","12.14","127.50","JAPANESE"
"Oran Berry","043","ADV-P Promos","110.53","-17.00","-0.15",-17,"-0.15",-17,"-0.15",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.70","77.00",0,0,"JAPANESE"
"Pikachu","057","ADV-P Promos","17.71","-17.00","-0.96",-17,"-0.96",17.85,"1.01",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.32","41.00","2.99","53.00","JAPANESE"
"Pikachu","024","ADV-P Promos","56.00","-17.00","-0.30",-17,"-0.30",67.99,"1.21",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.79","99.99","7.77","435.15","JAPANESE"
"Torchic","017","ADV-P Promos","5.37","-17.00","-3.17",-17,"-3.17",-9.78,"-1.82",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.58","8.50","111.73","600.00","JAPANESE"
"Torchic","018","ADV-P Promos","5.50","-17.00","-3.09",-17,"-3.09",60.35,"10.97",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22.73","124.99","16.55","91.00","JAPANESE"
"Treecko","003","ADV-P Promos","5.50","-17.00","-3.09",-17,"-3.09",-8.08,"-1.47",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.91","10.50","17.27","95.00","JAPANESE"
"Treecko","015","ADV-P Promos","10.99","-17.00","-1.55",-17,"-1.55",-7.22,"-0.66",2002,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.05","11.50","3.55","39.00","JAPANESE"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Arceus","058","Advent of Arceus","8.50","-17.00","-2.00",-17,"-2.00",7.65,"0.90",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.41","29.00","13.38","113.75","JAPANESE"
"Arceus","060","Advent of Arceus","12.43","-17.00","-1.37",-17,"-1.37",8.97,"0.72",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.46","30.55","18.42","229.00","JAPANESE"
"Arceus","065","Advent of Arceus","7.33","-17.00","-2.32",-17,"-2.32",21.24,"2.90",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.02","102.71","6.14","44.99","JAPANESE"
"Arceus","029","Advent of Arceus","9.50","-17.00","-1.79",-17,"-1.79",0.43,"0.05",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.16","20.50","24.22","229.99","JAPANESE"
"Arceus","076","Advent of Arceus","14.63","-17.00","-1.16",-17,"-1.16",8.49,"0.58",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.05","29.99","11.36","166.25","JAPANESE"
"Arceus LV.X","077","Advent of Arceus","14.08","-17.00","-1.21",-17,"-1.21",17.76,"1.26",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.90","40.89","7.53","106.00","JAPANESE"
"Bagon","069","Advent of Arceus","11.94","-17.00","-1.42",-17,"-1.42",17,"1.42",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.35","40.00","15.54","185.50","JAPANESE"
"Charizard","017","Advent of Arceus","18.98","-17.00","-0.90",-17,"-0.90",40.34,"2.13",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.55","67.46","7.90","150.00","JAPANESE"
"Charmander","015","Advent of Arceus","6.50","-17.00","-2.62",-17,"-2.62",-0.01,"-0.00",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.08","19.99","23.08","150.00","JAPANESE"
"Gastly","040","Advent of Arceus","6.99","-17.00","-2.43",-17,"-2.43",-8.93,"-1.28",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.36","9.50","3.72","26.02","JAPANESE"
"Gengar","042","Advent of Arceus","13.25","-17.00","-1.28",-17,"-1.28",130.05,"9.82",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.06","173.00","16.95","224.65","JAPANESE"
"Gengar LV.X","043","Advent of Arceus","39.50","-17.00","-0.43",-17,"-0.43",170.99,"4.33",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.60","221.17","22.14","874.59","JAPANESE"
"Haunter","041","Advent of Arceus","7.87","-17.00","-2.16",-17,"-2.16",-8.93,"-1.14",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.21","9.50","10.35","81.39","JAPANESE"
"Kabutops","050","Advent of Arceus","8.60","-17.00","-1.98",-17,"-1.98",-3.81,"-0.44",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.80","15.52","5.81","50.00","JAPANESE"
"Pikachu","031","Advent of Arceus","7.75","-17.00","-2.19",-17,"-2.19",8.49,"1.10",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.87","29.99","5.68","43.99","JAPANESE"
"Ponyta","019","Advent of Arceus","35.00","-17.00","-0.49",-17,"-0.49",28.05,"0.80",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.51","53.00","18.41","644.41","JAPANESE"
"Salamence","071","Advent of Arceus","9.12","-17.00","-1.86",-17,"-1.86",0,"0.00",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.19","20.00","7.59","69.27","JAPANESE"
"Salamence LV.X","072","Advent of Arceus","17.50","-17.00","-0.97",-17,"-0.97",16.15,"0.92",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.23","39.00","5.78","101.20","JAPANESE"
"Shinx","037","Advent of Arceus","26.06","-17.00","-0.65",-17,"-0.65",43.35,"1.66",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.72","71.00","19.18","500.00","JAPANESE"
"Tangrowth LV.X","004","Advent of Arceus","8.79","-17.00","-1.93",-17,"-1.93",17,"1.93",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.55","40.00","16.52","145.33","JAPANESE"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Mallow","055","Alolan Moonlight","537.00","-17.00","-0.03",-17,"-0.03",224.4,"0.42",2017,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.53","284.00","1.68","900.00","JAPANESE"
"Metagross GX","054","Alolan Moonlight","15.70","-17.00","-1.08",-17,"-1.08",-2.34,"-0.15",2017,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.10","17.25","5.25","82.38","JAPANESE"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Cynthia & Caitlin","106","Alter Genesis","125.00","-17.00","-0.14",-17,"-0.14",41.23,"0.33",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.55","68.50","1.53","191.25","JAPANESE"
"Mallow & Lana","107","Alter Genesis","91.98","-17.00","-0.18",-17,"-0.18",70.13,"0.76",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.11","102.50","2.22","204.31","JAPANESE"
"Mega Lopunny & Jigglypuff GX","103","Alter Genesis","15.80","-17.00","-1.08",-17,"-1.08",-2.96,"-0.19",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.05","16.52","2.28","36.00","JAPANESE"
"Naganadel & Guzzlord GX","102","Alter Genesis","65.00","-17.00","-0.26",-17,"-0.26",39.93,"0.61",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.03","66.98","1.25","81.00","JAPANESE"
"Professor Elm's Lecture","095","Alter Genesis","6.27","-17.00","-2.71",-17,"-2.71",1.27,"0.20",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.73","61.00","3.43","21.50","JAPANESE"
"Red & Blue","108","Alter Genesis","39.98","-17.00","-0.43",-17,"-0.43",37.82,"0.95",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.61","64.50","2.47","98.91","JAPANESE"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell","Language"
"Aegislash EX","65a","Alternate Art Promos","7.27","-17.00","-2.34",-17,"-2.34",-9.78,"-1.35",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17","8.50","10.45","76.00","ENGLISH"
"Blacksmith","88a","Alternate Art Promos","10.46","-17.00","-1.63",-17,"-1.63",10.19,"0.97",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.06","31.99","3.67","38.38","ENGLISH"
"Dedenne GX","195a","Alternate Art Promos","5.30","-17.00","-3.21",-17,"-3.21",-2.14,"-0.40",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.30","17.49","3.77","20.00","ENGLISH"
"Delinquent","98b","Alternate Art Promos","28.07","-17.00","-0.61",-17,"-0.61",70.98,"2.53",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.69","103.51","14.25","400.00","ENGLISH"
"Eevee","101a","Alternate Art Promos","8.29","-17.00","-2.05",-17,"-2.05",4.24,"0.51",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.02","24.99","4.57","37.90","ENGLISH"
"Heatran","88","Alternate Art Promos","6.83","-17.00","-2.49",-17,"-2.49",-9.78,"-1.43",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.83","12.50","1.24","8.50","ENGLISH"
"Hex Maniac","75a","Alternate Art Promos","56.29","-17.00","-0.30",-17,"-0.30",131.74,"2.34",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.11","174.99","24.87","1400.00","ENGLISH"
"Jirachi","XY67a","Alternate Art Promos","37.02","-17.00","-0.46",-17,"-0.46",47.01,"1.27",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.03","75.31","8.37","310.00","ENGLISH"
"Jolteon EX","28a","Alternate Art Promos","7.63","-17.00","-2.23",-17,"-2.23",5.24,"0.69",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.43","26.17","11.13","84.89","ENGLISH"
"Karen","XY177a","Alternate Art Promos","38.60","-17.00","-0.44",-17,"-0.44",59.79,"1.55",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.34","90.34","16.84","650.00","ENGLISH"
"M Camerupt EX","XY198a","Alternate Art Promos","6.77","-17.00","-2.51",-17,"-2.51",0.04,"0.01",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.96","20.05","5.32","36.00","ENGLISH"
"Metagross GX","157a","Alternate Art Promos","18.05","-17.00","-0.94",-17,"-0.94",-3.83,"-0.21",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.86","15.50","3.88","69.97","ENGLISH"
"M Lucario EX","55a","Alternate Art Promos","13.62","-17.00","-1.25",-17,"-1.25",12.74,"0.94",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.57","34.99","9.15","124.57","ENGLISH"
"M Manectric EX","24a","Alternate Art Promos","5.30","-17.00","-3.21",-17,"-3.21",9.45,"1.78",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.87","31.12","16.99","90.00","ENGLISH"
"M Sharpedo EX","XY200a","Alternate Art Promos","15.28","-17.00","-1.11",-17,"-1.11",16.99,"1.11",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.62","39.99","3.47","53.00","ENGLISH"
"N","105a","Alternate Art Promos","55.91","-17.00","-0.30",-17,"-0.30",71.06,"1.27",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.85","103.60","5.19","289.99","ENGLISH"
"Professor's Letter","146a","Alternate Art Promos","7.49","-17.00","-2.27",-17,"-2.27",-17,"-2.27",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.87","6.50",0,0,"ENGLISH"
"Rayquaza GX","177a","Alternate Art Promos","38.98","-17.00","-0.44",-17,"-0.44",31.91,"0.82",2014,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.48","57.54","3.35","130.69","ENGLISH"
